Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US131350505213,131350505213,"Block Group 3, Census Tract 505.21, Gwinnett County, Georgia",47500,14652
1500000US131350505214,131350505214,"Block Group 4, Census Tract 505.21, Gwinnett County, Georgia",29265,14046
1500000US131350505221,131350505221,"Block Group 1, Census Tract 505.22, Gwinnett County, Georgia",59152,11701
1500000US131350505222,131350505222,"Block Group 2, Census Tract 505.22, Gwinnett County, Georgia",24167,9681
1500000US131350505231,131350505231,"Block Group 1, Census Tract 505.23, Gwinnett County, Georgia",42250,17274
1500000US131350505232,131350505232,"Block Group 2, Census Tract 505.23, Gwinnett County, Georgia",72601,16580
1500000US131350505233,131350505233,"Block Group 3, Census Tract 505.23, Gwinnett County, Georgia",91635,34988
1500000US131350505241,131350505241,"Block Group 1, Census Tract 505.24, Gwinnett County, Georgia",41339,10326
1500000US131350505242,131350505242,"Block Group 2, Census Tract 505.24, Gwinnett County, Georgia",41829,10831
1500000US131350505251,131350505251,"Block Group 1, Census Tract 505.25, Gwinnett County, Georgia",81154,23565
1500000US131350505252,131350505252,"Block Group 2, Census Tract 505.25, Gwinnett County, Georgia",56250,32218
1500000US131350505253,131350505253,"Block Group 3, Census Tract 505.25, Gwinnett County, Georgia",70839,14980
1500000US131350505254,131350505254,"Block Group 4, Census Tract 505.25, Gwinnett County, Georgia",71897,22594
1500000US131350505261,131350505261,"Block Group 1, Census Tract 505.26, Gwinnett County, Georgia",40365,13820
1500000US131350505262,131350505262,"Block Group 2, Census Tract 505.26, Gwinnett County, Georgia",43785,11121
1500000US131350505271,131350505271,"Block Group 1, Census Tract 505.27, Gwinnett County, Georgia",41602,26869
1500000US131350505272,131350505272,"Block Group 2, Census Tract 505.27, Gwinnett County, Georgia",71635,16603
1500000US131350505273,131350505273,"Block Group 3, Census Tract 505.27, Gwinnett County, Georgia",99044,28829
1500000US131350505281,131350505281,"Block Group 1, Census Tract 505.28, Gwinnett County, Georgia",56094,14567
1500000US131350505282,131350505282,"Block Group 2, Census Tract 505.28, Gwinnett County, Georgia",136607,27774
1500000US131350505291,131350505291,"Block Group 1, Census Tract 505.29, Gwinnett County, Georgia",52644,13504
1500000US131350505292,131350505292,"Block Group 2, Census Tract 505.29, Gwinnett County, Georgia",68897,15981
1500000US131350505301,131350505301,"Block Group 1, Census Tract 505.30, Gwinnett County, Georgia",75711,9065
1500000US131350505302,131350505302,"Block Group 2, Census Tract 505.30, Gwinnett County, Georgia",87411,25799
1500000US131350505303,131350505303,"Block Group 3, Census Tract 505.30, Gwinnett County, Georgia",88750,21308
1500000US131350505311,131350505311,"Block Group 1, Census Tract 505.31, Gwinnett County, Georgia",73636,26209
1500000US131350505312,131350505312,"Block Group 2, Census Tract 505.31, Gwinnett County, Georgia",47292,14606
1500000US131350505313,131350505313,"Block Group 3, Census Tract 505.31, Gwinnett County, Georgia",55750,28582
1500000US131350505321,131350505321,"Block Group 1, Census Tract 505.32, Gwinnett County, Georgia",65917,21421
1500000US131350505322,131350505322,"Block Group 2, Census Tract 505.32, Gwinnett County, Georgia",51004,11949
1500000US131350505331,131350505331,"Block Group 1, Census Tract 505.33, Gwinnett County, Georgia",59375,24078
1500000US131350505332,131350505332,"Block Group 2, Census Tract 505.33, Gwinnett County, Georgia",48017,9078
1500000US131350505333,131350505333,"Block Group 3, Census Tract 505.33, Gwinnett County, Georgia",57733,39985
1500000US131350505341,131350505341,"Block Group 1, Census Tract 505.34, Gwinnett County, Georgia",50578,13035
1500000US131350505342,131350505342,"Block Group 2, Census Tract 505.34, Gwinnett County, Georgia",57867,20976
1500000US131350505343,131350505343,"Block Group 3, Census Tract 505.34, Gwinnett County, Georgia",60167,18246
1500000US131350505351,131350505351,"Block Group 1, Census Tract 505.35, Gwinnett County, Georgia",44848,15578
1500000US131350505352,131350505352,"Block Group 2, Census Tract 505.35, Gwinnett County, Georgia",50355,6392
1500000US131350505361,131350505361,"Block Group 1, Census Tract 505.36, Gwinnett County, Georgia",63750,17125
1500000US131350505362,131350505362,"Block Group 2, Census Tract 505.36, Gwinnett County, Georgia",76453,17302
1500000US131350505363,131350505363,"Block Group 3, Census Tract 505.36, Gwinnett County, Georgia",34138,11825
1500000US131350505371,131350505371,"Block Group 1, Census Tract 505.37, Gwinnett County, Georgia",36990,11857
1500000US131350505372,131350505372,"Block Group 2, Census Tract 505.37, Gwinnett County, Georgia",31272,4950
1500000US131350505381,131350505381,"Block Group 1, Census Tract 505.38, Gwinnett County, Georgia",78646,38520
1500000US131350505382,131350505382,"Block Group 2, Census Tract 505.38, Gwinnett County, Georgia",91121,18613
1500000US131350505383,131350505383,"Block Group 3, Census Tract 505.38, Gwinnett County, Georgia",67292,14853
1500000US131350505391,131350505391,"Block Group 1, Census Tract 505.39, Gwinnett County, Georgia",31293,13006
1500000US131350505392,131350505392,"Block Group 2, Census Tract 505.39, Gwinnett County, Georgia",35221,12912
1500000US131350505401,131350505401,"Block Group 1, Census Tract 505.40, Gwinnett County, Georgia",50806,11883
1500000US131350505402,131350505402,"Block Group 2, Census Tract 505.40, Gwinnett County, Georgia",50741,11671
1500000US131350505403,131350505403,"Block Group 3, Census Tract 505.40, Gwinnett County, Georgia",78661,18241
1500000US131350505411,131350505411,"Block Group 1, Census Tract 505.41, Gwinnett County, Georgia",30170,2970
1500000US131350505412,131350505412,"Block Group 2, Census Tract 505.41, Gwinnett County, Georgia",40284,12177
1500000US131350505413,131350505413,"Block Group 3, Census Tract 505.41, Gwinnett County, Georgia",38521,10315
1500000US131350505421,131350505421,"Block Group 1, Census Tract 505.42, Gwinnett County, Georgia",39837,10209
1500000US131350505431,131350505431,"Block Group 1, Census Tract 505.43, Gwinnett County, Georgia",81813,18646
1500000US131350505432,131350505432,"Block Group 2, Census Tract 505.43, Gwinnett County, Georgia",74153,8163
1500000US131350505441,131350505441,"Block Group 1, Census Tract 505.44, Gwinnett County, Georgia",54727,7429
1500000US131350505442,131350505442,"Block Group 2, Census Tract 505.44, Gwinnett County, Georgia",105164,24803
1500000US131350505443,131350505443,"Block Group 3, Census Tract 505.44, Gwinnett County, Georgia",58984,41700
1500000US131350505451,131350505451,"Block Group 1, Census Tract 505.45, Gwinnett County, Georgia",52471,23045
1500000US131350505452,131350505452,"Block Group 2, Census Tract 505.45, Gwinnett County, Georgia",63466,17245
1500000US131350505453,131350505453,"Block Group 3, Census Tract 505.45, Gwinnett County, Georgia",38636,11006
1500000US131350505461,131350505461,"Block Group 1, Census Tract 505.46, Gwinnett County, Georgia",87758,17163
1500000US131350505462,131350505462,"Block Group 2, Census Tract 505.46, Gwinnett County, Georgia",20974,11973
1500000US131350505463,131350505463,"Block Group 3, Census Tract 505.46, Gwinnett County, Georgia",69019,8299
1500000US131350505471,131350505471,"Block Group 1, Census Tract 505.47, Gwinnett County, Georgia",66181,17388
1500000US131350505472,131350505472,"Block Group 2, Census Tract 505.47, Gwinnett County, Georgia",90250,19019
1500000US131350505481,131350505481,"Block Group 1, Census Tract 505.48, Gwinnett County, Georgia",74521,13192
1500000US131350505482,131350505482,"Block Group 2, Census Tract 505.48, Gwinnett County, Georgia",82396,38494
1500000US131350505483,131350505483,"Block Group 3, Census Tract 505.48, Gwinnett County, Georgia",80295,14839
1500000US131350505491,131350505491,"Block Group 1, Census Tract 505.49, Gwinnett County, Georgia",68611,18472
1500000US131350505492,131350505492,"Block Group 2, Census Tract 505.49, Gwinnett County, Georgia",62073,10111
1500000US131350506051,131350506051,"Block Group 1, Census Tract 506.05, Gwinnett County, Georgia",87215,22085
1500000US131350506052,131350506052,"Block Group 2, Census Tract 506.05, Gwinnett County, Georgia",66943,25167
1500000US131350506053,131350506053,"Block Group 3, Census Tract 506.05, Gwinnett County, Georgia",51127,23803
1500000US131350506061,131350506061,"Block Group 1, Census Tract 506.06, Gwinnett County, Georgia",91452,30354
1500000US131350506062,131350506062,"Block Group 2, Census Tract 506.06, Gwinnett County, Georgia",51035,13625
1500000US131350506063,131350506063,"Block Group 3, Census Tract 506.06, Gwinnett County, Georgia",74288,17071
1500000US131350506071,131350506071,"Block Group 1, Census Tract 506.07, Gwinnett County, Georgia",79830,19051
1500000US131350506072,131350506072,"Block Group 2, Census Tract 506.07, Gwinnett County, Georgia",93219,16538
1500000US131350506081,131350506081,"Block Group 1, Census Tract 506.08, Gwinnett County, Georgia",63125,23389
1500000US131350506082,131350506082,"Block Group 2, Census Tract 506.08, Gwinnett County, Georgia",71205,19306
1500000US131350506083,131350506083,"Block Group 3, Census Tract 506.08, Gwinnett County, Georgia",49360,13356
1500000US131350506091,131350506091,"Block Group 1, Census Tract 506.09, Gwinnett County, Georgia",80606,15204
1500000US131350506092,131350506092,"Block Group 2, Census Tract 506.09, Gwinnett County, Georgia",100653,21489
1500000US131350506093,131350506093,"Block Group 3, Census Tract 506.09, Gwinnett County, Georgia",70507,9318
1500000US131350506101,131350506101,"Block Group 1, Census Tract 506.10, Gwinnett County, Georgia",96559,22096
1500000US131350506102,131350506102,"Block Group 2, Census Tract 506.10, Gwinnett County, Georgia",90057,18465
1500000US131350506103,131350506103,"Block Group 3, Census Tract 506.10, Gwinnett County, Georgia",102475,8915
1500000US131350506104,131350506104,"Block Group 4, Census Tract 506.10, Gwinnett County, Georgia",110227,9409
1500000US131350507091,131350507091,"Block Group 1, Census Tract 507.09, Gwinnett County, Georgia",58894,3272
1500000US131350507092,131350507092,"Block Group 2, Census Tract 507.09, Gwinnett County, Georgia",45789,8092
1500000US131350507093,131350507093,"Block Group 3, Census Tract 507.09, Gwinnett County, Georgia",54694,10621
1500000US131350507121,131350507121,"Block Group 1, Census Tract 507.12, Gwinnett County, Georgia",64301,12172
1500000US131350507122,131350507122,"Block Group 2, Census Tract 507.12, Gwinnett County, Georgia",122541,32360
1500000US131350507123,131350507123,"Block Group 3, Census Tract 507.12, Gwinnett County, Georgia",83643,38541
1500000US131350507124,131350507124,"Block Group 4, Census Tract 507.12, Gwinnett County, Georgia",81731,31342
1500000US131350507131,131350507131,"Block Group 1, Census Tract 507.13, Gwinnett County, Georgia",122574,32776
1500000US131350507132,131350507132,"Block Group 2, Census Tract 507.13, Gwinnett County, Georgia",106736,20567
1500000US131350507133,131350507133,"Block Group 3, Census Tract 507.13, Gwinnett County, Georgia",108839,21999
1500000US131350507134,131350507134,"Block Group 4, Census Tract 507.13, Gwinnett County, Georgia",118826,5882
1500000US131350507141,131350507141,"Block Group 1, Census Tract 507.14, Gwinnett County, Georgia",94803,9888
1500000US131350507142,131350507142,"Block Group 2, Census Tract 507.14, Gwinnett County, Georgia",77813,11715
1500000US131350507151,131350507151,"Block Group 1, Census Tract 507.15, Gwinnett County, Georgia",70880,18567
1500000US131350507152,131350507152,"Block Group 2, Census Tract 507.15, Gwinnett County, Georgia",78542,27289
1500000US131350507153,131350507153,"Block Group 3, Census Tract 507.15, Gwinnett County, Georgia",66023,34231
1500000US131350507181,131350507181,"Block Group 1, Census Tract 507.18, Gwinnett County, Georgia",83456,44830
1500000US131350507182,131350507182,"Block Group 2, Census Tract 507.18, Gwinnett County, Georgia",101949,12508
1500000US131350507183,131350507183,"Block Group 3, Census Tract 507.18, Gwinnett County, Georgia",90667,56444
1500000US131350507184,131350507184,"Block Group 4, Census Tract 507.18, Gwinnett County, Georgia",76071,18992
1500000US131350507191,131350507191,"Block Group 1, Census Tract 507.19, Gwinnett County, Georgia",52500,9439
1500000US131350507192,131350507192,"Block Group 2, Census Tract 507.19, Gwinnett County, Georgia",38144,6867
1500000US131350507201,131350507201,"Block Group 1, Census Tract 507.20, Gwinnett County, Georgia",106818,28417
1500000US131350507202,131350507202,"Block Group 2, Census Tract 507.20, Gwinnett County, Georgia",102632,27754
1500000US131350507203,131350507203,"Block Group 3, Census Tract 507.20, Gwinnett County, Georgia",64357,20981
1500000US131350507204,131350507204,"Block Group 4, Census Tract 507.20, Gwinnett County, Georgia",50406,7571
1500000US131350507211,131350507211,"Block Group 1, Census Tract 507.21, Gwinnett County, Georgia",37150,28524
1500000US131350507212,131350507212,"Block Group 2, Census Tract 507.21, Gwinnett County, Georgia",60583,21259
1500000US131350507213,131350507213,"Block Group 3, Census Tract 507.21, Gwinnett County, Georgia",71696,22266
1500000US131350507214,131350507214,"Block Group 4, Census Tract 507.21, Gwinnett County, Georgia",60466,11474
1500000US131350507221,131350507221,"Block Group 1, Census Tract 507.22, Gwinnett County, Georgia",47500,12679
1500000US131350507231,131350507231,"Block Group 1, Census Tract 507.23, Gwinnett County, Georgia",71750,31170
1500000US131350507232,131350507232,"Block Group 2, Census Tract 507.23, Gwinnett County, Georgia",66026,13426
1500000US131350507233,131350507233,"Block Group 3, Census Tract 507.23, Gwinnett County, Georgia",66838,20583
1500000US131350507241,131350507241,"Block Group 1, Census Tract 507.24, Gwinnett County, Georgia",49391,12259
1500000US131350507242,131350507242,"Block Group 2, Census Tract 507.24, Gwinnett County, Georgia",67266,26116
1500000US131350507243,131350507243,"Block Group 3, Census Tract 507.24, Gwinnett County, Georgia",68261,33569
1500000US131350507251,131350507251,"Block Group 1, Census Tract 507.25, Gwinnett County, Georgia",53850,18707
1500000US131350507252,131350507252,"Block Group 2, Census Tract 507.25, Gwinnett County, Georgia",60602,17110
1500000US131350507253,131350507253,"Block Group 3, Census Tract 507.25, Gwinnett County, Georgia",60893,10764
1500000US131350507261,131350507261,"Block Group 1, Census Tract 507.26, Gwinnett County, Georgia",68966,16011
1500000US131350507262,131350507262,"Block Group 2, Census Tract 507.26, Gwinnett County, Georgia",77557,11794
1500000US131350507271,131350507271,"Block Group 1, Census Tract 507.27, Gwinnett County, Georgia",67143,24499
1500000US131350507272,131350507272,"Block Group 2, Census Tract 507.27, Gwinnett County, Georgia",103750,13824
