Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US130690106003,130690106003,"Block Group 3, Census Tract 106, Coffee County, Georgia",1474,397,1255,395,214,137,5,14,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130690107001,130690107001,"Block Group 1, Census Tract 107, Coffee County, Georgia",1431,472,777,233,350,285,0,13,0,13,0,13,284,268,20,32,0,13,20,32
1500000US130690107002,130690107002,"Block Group 2, Census Tract 107, Coffee County, Georgia",1456,406,958,369,410,136,9,20,21,32,0,13,58,84,0,13,0,13,0,13
1500000US130690107003,130690107003,"Block Group 3, Census Tract 107, Coffee County, Georgia",756,282,39,72,711,291,0,13,6,15,0,13,0,13,0,13,0,13,0,13
1500000US130690107004,130690107004,"Block Group 4, Census Tract 107, Coffee County, Georgia",3138,535,2318,427,175,156,0,13,0,13,0,13,558,547,87,91,0,13,87,91
1500000US130690108011,130690108011,"Block Group 1, Census Tract 108.01, Coffee County, Georgia",2158,359,1817,330,24,39,0,13,178,255,0,13,139,208,0,13,0,13,0,13
1500000US130690108012,130690108012,"Block Group 2, Census Tract 108.01, Coffee County, Georgia",2695,631,778,424,1917,425,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130690108013,130690108013,"Block Group 3, Census Tract 108.01, Coffee County, Georgia",827,327,0,13,827,327,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130690108021,130690108021,"Block Group 1, Census Tract 108.02, Coffee County, Georgia",1004,338,839,308,165,167,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130690108022,130690108022,"Block Group 2, Census Tract 108.02, Coffee County, Georgia",1992,378,1019,392,973,285,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130690108023,130690108023,"Block Group 3, Census Tract 108.02, Coffee County, Georgia",1534,456,282,145,1209,463,0,13,23,34,0,13,0,13,20,37,0,13,20,37
1500000US130719701001,130719701001,"Block Group 1, Census Tract 9701, Colquitt County, Georgia",2414,517,1867,323,212,81,9,15,0,13,0,13,326,402,0,13,0,13,0,13
1500000US130719701002,130719701002,"Block Group 2, Census Tract 9701, Colquitt County, Georgia",2955,493,2322,440,329,206,69,69,0,13,0,13,170,170,65,93,0,13,65,93
1500000US130719702001,130719702001,"Block Group 1, Census Tract 9702, Colquitt County, Georgia",1554,345,1199,329,261,143,0,13,2,3,11,20,74,114,7,14,0,13,7,14
1500000US130719702002,130719702002,"Block Group 2, Census Tract 9702, Colquitt County, Georgia",1366,280,1007,219,260,204,0,13,0,13,0,13,8,11,91,68,0,13,91,68
1500000US130719703001,130719703001,"Block Group 1, Census Tract 9703, Colquitt County, Georgia",1294,409,1208,398,86,77,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130719703002,130719703002,"Block Group 2, Census Tract 9703, Colquitt County, Georgia",1406,540,576,435,677,349,0,13,0,13,0,13,153,231,0,13,0,13,0,13
1500000US130719703003,130719703003,"Block Group 3, Census Tract 9703, Colquitt County, Georgia",819,360,0,13,819,360,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130719703004,130719703004,"Block Group 4, Census Tract 9703, Colquitt County, Georgia",521,342,0,13,521,342,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130719703005,130719703005,"Block Group 5, Census Tract 9703, Colquitt County, Georgia",1095,422,0,13,1095,422,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130719704001,130719704001,"Block Group 1, Census Tract 9704, Colquitt County, Georgia",1313,359,1145,331,168,99,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130719704002,130719704002,"Block Group 2, Census Tract 9704, Colquitt County, Georgia",1059,308,733,292,278,201,0,13,0,13,0,13,48,74,0,13,0,13,0,13
1500000US130719704003,130719704003,"Block Group 3, Census Tract 9704, Colquitt County, Georgia",1111,310,621,285,399,102,0,13,0,13,0,13,84,91,7,9,0,13,7,9
1500000US130719705001,130719705001,"Block Group 1, Census Tract 9705, Colquitt County, Georgia",1716,353,1388,341,91,59,0,13,0,13,0,13,190,219,47,84,0,13,47,84
1500000US130719705002,130719705002,"Block Group 2, Census Tract 9705, Colquitt County, Georgia",1651,345,1346,274,235,150,0,13,0,13,0,13,70,81,0,13,0,13,0,13
1500000US130719706001,130719706001,"Block Group 1, Census Tract 9706, Colquitt County, Georgia",2253,605,1636,467,384,281,0,13,0,13,0,13,233,336,0,13,0,13,0,13
1500000US130719706002,130719706002,"Block Group 2, Census Tract 9706, Colquitt County, Georgia",2082,539,1596,586,40,59,0,13,0,13,0,13,428,345,18,33,0,13,18,33
1500000US130719706003,130719706003,"Block Group 3, Census Tract 9706, Colquitt County, Georgia",2252,337,2101,306,81,103,0,13,29,50,0,13,0,13,41,68,0,13,41,68
1500000US130719707011,130719707011,"Block Group 1, Census Tract 9707.01, Colquitt County, Georgia",1386,370,1163,337,212,120,5,12,0,13,0,13,0,13,6,16,0,13,6,16
1500000US130719707012,130719707012,"Block Group 2, Census Tract 9707.01, Colquitt County, Georgia",1338,511,651,268,652,434,0,13,0,13,0,13,0,13,35,60,0,13,35,60
1500000US130719707013,130719707013,"Block Group 3, Census Tract 9707.01, Colquitt County, Georgia",3103,696,2274,690,666,253,0,13,0,13,0,13,163,273,0,13,0,13,0,13
1500000US130719707014,130719707014,"Block Group 4, Census Tract 9707.01, Colquitt County, Georgia",1121,388,582,278,370,275,45,64,0,13,0,13,31,44,93,142,93,142,0,13
1500000US130719707021,130719707021,"Block Group 1, Census Tract 9707.02, Colquitt County, Georgia",2287,366,1234,333,861,254,0,13,1,2,0,13,150,120,41,59,5,8,36,57
1500000US130719708001,130719708001,"Block Group 1, Census Tract 9708, Colquitt County, Georgia",1650,398,1033,294,259,234,0,13,0,13,0,13,183,223,175,276,0,13,175,276
1500000US130719708002,130719708002,"Block Group 2, Census Tract 9708, Colquitt County, Georgia",763,234,380,174,383,212,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130719708003,130719708003,"Block Group 3, Census Tract 9708, Colquitt County, Georgia",475,313,196,234,279,196,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130719708004,130719708004,"Block Group 4, Census Tract 9708, Colquitt County, Georgia",368,119,82,58,286,108,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130719709001,130719709001,"Block Group 1, Census Tract 9709, Colquitt County, Georgia",1962,654,1604,530,351,361,0,13,0,13,0,13,7,14,0,13,0,13,0,13
1500000US130719709002,130719709002,"Block Group 2, Census Tract 9709, Colquitt County, Georgia",1177,472,938,376,120,137,0,13,0,13,0,13,0,13,119,171,0,13,119,171
1500000US130719709003,130719709003,"Block Group 3, Census Tract 9709, Colquitt County, Georgia",2146,535,1447,408,203,161,0,13,0,13,0,13,470,478,26,42,0,13,26,42
1500000US130719709004,130719709004,"Block Group 4, Census Tract 9709, Colquitt County, Georgia",1387,379,1155,436,53,67,0,13,74,117,0,13,105,165,0,13,0,13,0,13
1500000US130730301021,130730301021,"Block Group 1, Census Tract 301.02, Columbia County, Georgia",965,340,825,340,77,99,0,13,63,71,0,13,0,13,0,13,0,13,0,13
1500000US130730301022,130730301022,"Block Group 2, Census Tract 301.02, Columbia County, Georgia",2139,368,1449,326,44,60,0,13,522,295,0,13,50,74,74,114,0,13,74,114
1500000US130730301023,130730301023,"Block Group 3, Census Tract 301.02, Columbia County, Georgia",2195,394,1591,347,271,175,0,13,270,188,0,13,0,13,63,75,18,29,45,70
1500000US130730301024,130730301024,"Block Group 4, Census Tract 301.02, Columbia County, Georgia",2591,511,2423,510,52,61,0,13,99,82,0,13,0,13,17,27,0,13,17,27
1500000US130730301025,130730301025,"Block Group 5, Census Tract 301.02, Columbia County, Georgia",2036,464,1956,471,80,105,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130730301031,130730301031,"Block Group 1, Census Tract 301.03, Columbia County, Georgia",3362,318,2506,289,347,227,0,13,504,159,0,13,5,9,0,13,0,13,0,13
1500000US130730301051,130730301051,"Block Group 1, Census Tract 301.05, Columbia County, Georgia",1554,502,902,359,453,378,0,13,116,123,0,13,0,13,83,116,0,13,83,116
1500000US130730301052,130730301052,"Block Group 2, Census Tract 301.05, Columbia County, Georgia",3243,569,2815,683,308,342,0,13,72,112,0,13,0,13,48,75,0,13,48,75
1500000US130730301053,130730301053,"Block Group 3, Census Tract 301.05, Columbia County, Georgia",727,250,575,239,152,143,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130730301061,130730301061,"Block Group 1, Census Tract 301.06, Columbia County, Georgia",2573,485,2175,475,106,122,0,13,250,151,0,13,10,40,32,38,22,33,10,17
1500000US130730301062,130730301062,"Block Group 2, Census Tract 301.06, Columbia County, Georgia",1270,333,911,303,262,155,57,69,13,23,0,13,0,13,27,49,0,13,27,49
1500000US130730302011,130730302011,"Block Group 1, Census Tract 302.01, Columbia County, Georgia",2229,619,1985,549,232,265,0,13,12,18,0,13,0,13,0,13,0,13,0,13
1500000US130730302012,130730302012,"Block Group 2, Census Tract 302.01, Columbia County, Georgia",3312,749,2141,608,855,374,0,13,236,254,0,13,0,13,80,98,19,31,61,105
1500000US130730302013,130730302013,"Block Group 3, Census Tract 302.01, Columbia County, Georgia",820,180,733,155,34,24,0,13,13,16,0,13,19,30,21,33,21,33,0,13
1500000US130730302021,130730302021,"Block Group 1, Census Tract 302.02, Columbia County, Georgia",3261,363,2600,266,408,198,0,13,11,18,0,13,67,51,175,152,55,85,120,125
1500000US130730302031,130730302031,"Block Group 1, Census Tract 302.03, Columbia County, Georgia",1456,357,1117,320,70,105,0,13,237,179,0,13,0,13,32,37,0,13,32,37
1500000US130730302032,130730302032,"Block Group 2, Census Tract 302.03, Columbia County, Georgia",1417,425,1118,329,133,129,0,13,166,345,0,13,0,13,0,13,0,13,0,13
1500000US130730302033,130730302033,"Block Group 3, Census Tract 302.03, Columbia County, Georgia",792,296,418,268,328,243,0,13,0,13,0,13,0,13,46,62,0,13,46,62
1500000US130730302034,130730302034,"Block Group 4, Census Tract 302.03, Columbia County, Georgia",2665,426,2293,371,318,274,0,13,35,71,0,13,0,13,19,27,0,13,19,27
1500000US130730303021,130730303021,"Block Group 1, Census Tract 303.02, Columbia County, Georgia",1299,305,1215,298,53,85,0,13,0,13,0,13,0,13,31,50,0,13,31,50
1500000US130730303022,130730303022,"Block Group 2, Census Tract 303.02, Columbia County, Georgia",3518,614,2746,618,395,254,0,13,206,142,0,13,42,52,129,208,0,13,129,208
1500000US130730303023,130730303023,"Block Group 3, Census Tract 303.02, Columbia County, Georgia",941,244,880,267,61,102,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130730303024,130730303024,"Block Group 4, Census Tract 303.02, Columbia County, Georgia",1758,328,1554,346,13,21,0,13,149,149,0,13,28,47,14,22,0,13,14,22
1500000US130730303025,130730303025,"Block Group 5, Census Tract 303.02, Columbia County, Georgia",3012,615,2155,525,653,389,0,13,0,13,0,13,25,39,179,132,0,13,179,132
1500000US130730303041,130730303041,"Block Group 1, Census Tract 303.04, Columbia County, Georgia",1724,406,1297,369,367,253,0,13,0,13,0,13,17,29,43,49,0,13,43,49
1500000US130730303042,130730303042,"Block Group 2, Census Tract 303.04, Columbia County, Georgia",5469,623,4337,579,691,277,0,18,441,162,0,18,0,18,0,18,0,18,0,18
1500000US130730303061,130730303061,"Block Group 1, Census Tract 303.06, Columbia County, Georgia",3610,447,2633,420,812,252,0,13,130,76,0,13,0,13,35,36,0,13,35,36
1500000US130730303062,130730303062,"Block Group 2, Census Tract 303.06, Columbia County, Georgia",1977,716,1597,742,195,161,0,13,129,153,0,13,0,13,56,78,18,30,38,50
1500000US130730303071,130730303071,"Block Group 1, Census Tract 303.07, Columbia County, Georgia",1432,299,1292,315,130,112,0,13,10,20,0,13,0,13,0,13,0,13,0,13
1500000US130730303072,130730303072,"Block Group 2, Census Tract 303.07, Columbia County, Georgia",1556,393,1429,410,91,89,23,36,0,13,0,13,13,22,0,13,0,13,0,13
1500000US130730303073,130730303073,"Block Group 3, Census Tract 303.07, Columbia County, Georgia",2619,709,1948,712,537,212,0,13,19,36,0,13,0,13,115,121,0,13,115,121
1500000US130730303074,130730303074,"Block Group 4, Census Tract 303.07, Columbia County, Georgia",1366,326,1162,365,169,239,0,13,35,50,0,13,0,13,0,13,0,13,0,13
1500000US130730303081,130730303081,"Block Group 1, Census Tract 303.08, Columbia County, Georgia",3320,542,2904,534,173,147,0,13,96,87,0,13,16,29,131,139,0,13,131,139
1500000US130730303082,130730303082,"Block Group 2, Census Tract 303.08, Columbia County, Georgia",6402,666,4494,683,1074,556,0,18,279,221,0,18,167,219,388,293,173,255,215,162
1500000US130730303091,130730303091,"Block Group 1, Census Tract 303.09, Columbia County, Georgia",4409,622,3298,578,925,511,0,13,148,116,0,13,0,13,38,62,0,13,38,62
1500000US130730303092,130730303092,"Block Group 2, Census Tract 303.09, Columbia County, Georgia",1740,594,1517,571,163,243,0,13,60,84,0,13,0,13,0,13,0,13,0,13
1500000US130730303093,130730303093,"Block Group 3, Census Tract 303.09, Columbia County, Georgia",2071,676,1459,435,479,644,0,13,42,52,0,13,91,141,0,13,0,13,0,13
1500000US130730303094,130730303094,"Block Group 4, Census Tract 303.09, Columbia County, Georgia",2780,528,2474,527,17,34,0,13,220,138,0,13,0,13,69,101,0,13,69,101
1500000US130730304011,130730304011,"Block Group 1, Census Tract 304.01, Columbia County, Georgia",1267,220,799,189,448,122,10,17,0,13,0,13,10,17,0,13,0,13,0,13
1500000US130730304012,130730304012,"Block Group 2, Census Tract 304.01, Columbia County, Georgia",1028,305,929,263,54,65,0,13,0,13,0,13,0,13,45,65,0,13,45,65
1500000US130730304021,130730304021,"Block Group 1, Census Tract 304.02, Columbia County, Georgia",2013,622,1630,585,307,200,0,13,0,13,0,13,4,8,72,98,12,20,60,94
1500000US130730304022,130730304022,"Block Group 2, Census Tract 304.02, Columbia County, Georgia",5668,854,3952,832,864,238,35,51,376,216,0,18,133,117,308,224,0,18,308,224
1500000US130730304023,130730304023,"Block Group 3, Census Tract 304.02, Columbia County, Georgia",2060,434,1458,337,507,260,0,13,95,126,0,13,0,13,0,13,0,13,0,13
1500000US130730305031,130730305031,"Block Group 1, Census Tract 305.03, Columbia County, Georgia",2541,677,1856,521,572,418,0,13,0,13,0,13,25,40,88,119,0,13,88,119
1500000US130730305032,130730305032,"Block Group 2, Census Tract 305.03, Columbia County, Georgia",2419,581,1736,435,508,332,27,36,74,83,0,13,0,13,74,74,0,13,74,74
1500000US130730305033,130730305033,"Block Group 3, Census Tract 305.03, Columbia County, Georgia",2805,629,2080,531,608,372,0,13,39,64,0,13,0,13,78,98,15,24,63,96
1500000US130730305041,130730305041,"Block Group 1, Census Tract 305.04, Columbia County, Georgia",2151,290,1735,238,394,166,0,13,3,5,0,13,0,13,19,31,0,13,19,31
1500000US130730305042,130730305042,"Block Group 2, Census Tract 305.04, Columbia County, Georgia",1184,279,1012,240,156,152,0,13,7,10,0,13,0,13,9,13,0,13,9,13
1500000US130730305051,130730305051,"Block Group 1, Census Tract 305.05, Columbia County, Georgia",6922,881,4555,721,1748,478,0,18,49,63,0,18,345,295,225,146,0,18,225,146
1500000US130730305061,130730305061,"Block Group 1, Census Tract 305.06, Columbia County, Georgia",4869,1066,2729,934,1558,788,222,234,36,56,0,13,49,64,275,279,34,55,241,264
1500000US130730305062,130730305062,"Block Group 2, Census Tract 305.06, Columbia County, Georgia",975,476,594,344,374,344,0,13,0,13,0,13,0,13,7,53,0,13,7,53
1500000US130730305063,130730305063,"Block Group 3, Census Tract 305.06, Columbia County, Georgia",2516,675,1663,613,546,289,0,13,44,50,0,13,164,278,99,138,0,13,99,138
1500000US130730305064,130730305064,"Block Group 4, Census Tract 305.06, Columbia County, Georgia",3166,1006,1628,688,1312,1048,82,95,5,26,0,13,109,177,30,53,0,13,30,53
1500000US130730306031,130730306031,"Block Group 1, Census Tract 306.03, Columbia County, Georgia",2791,504,2028,464,668,395,0,13,77,64,0,13,0,13,18,20,0,13,18,20
1500000US130730306032,130730306032,"Block Group 2, Census Tract 306.03, Columbia County, Georgia",2219,476,1498,451,471,272,0,13,93,111,0,13,56,87,101,146,0,13,101,146
1500000US130759601001,130759601001,"Block Group 1, Census Tract 9601, Cook County, Georgia",1359,188,1098,167,247,103,0,13,0,13,0,13,0,13,14,20,0,13,14,20
1500000US130759601002,130759601002,"Block Group 2, Census Tract 9601, Cook County, Georgia",776,161,729,148,33,42,0,13,0,13,0,13,0,13,14,15,0,13,14,15
1500000US130759602001,130759602001,"Block Group 1, Census Tract 9602, Cook County, Georgia",538,151,448,146,83,67,0,13,0,13,0,13,7,10,0,13,0,13,0,13
1500000US130759602002,130759602002,"Block Group 2, Census Tract 9602, Cook County, Georgia",1137,266,1059,255,64,53,14,21,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130759602003,130759602003,"Block Group 3, Census Tract 9602, Cook County, Georgia",895,201,545,162,283,153,17,26,50,56,0,13,0,13,0,13,0,13,0,13
1500000US130759602004,130759602004,"Block Group 4, Census Tract 9602, Cook County, Georgia",730,250,272,195,438,164,20,27,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130759602005,130759602005,"Block Group 5, Census Tract 9602, Cook County, Georgia",601,218,11,19,590,217,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130759603001,130759603001,"Block Group 1, Census Tract 9603, Cook County, Georgia",1633,377,756,260,702,240,3,5,0,13,0,13,44,56,128,99,0,13,128,99
1500000US130759603002,130759603002,"Block Group 2, Census Tract 9603, Cook County, Georgia",1317,297,1317,297,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130759603003,130759603003,"Block Group 3, Census Tract 9603, Cook County, Georgia",1435,295,970,221,284,140,0,13,0,13,0,13,172,183,9,16,0,13,9,16
1500000US130759603004,130759603004,"Block Group 4, Census Tract 9603, Cook County, Georgia",764,255,562,220,202,173,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130759603005,130759603005,"Block Group 5, Census Tract 9603, Cook County, Georgia",885,248,552,218,287,163,0,13,0,13,0,13,44,62,2,6,0,13,2,6
1500000US130759604001,130759604001,"Block Group 1, Census Tract 9604, Cook County, Georgia",2415,400,1515,331,899,272,1,3,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130759604002,130759604002,"Block Group 2, Census Tract 9604, Cook County, Georgia",1748,243,1748,243,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130759604003,130759604003,"Block Group 3, Census Tract 9604, Cook County, Georgia",800,243,194,122,606,194,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130771701001,130771701001,"Block Group 1, Census Tract 1701, Coweta County, Georgia",2156,555,1841,508,252,166,0,13,32,39,0,13,12,20,19,27,17,27,2,4
1500000US130771701002,130771701002,"Block Group 2, Census Tract 1701, Coweta County, Georgia",3769,686,3387,628,135,190,15,28,20,38,16,28,170,187,26,35,0,13,26,35
1500000US130771701003,130771701003,"Block Group 3, Census Tract 1701, Coweta County, Georgia",1695,509,1310,338,69,88,0,13,43,42,0,13,0,13,273,250,0,13,273,250
1500000US130771702001,130771702001,"Block Group 1, Census Tract 1702, Coweta County, Georgia",3404,641,2888,587,335,183,26,29,0,13,0,13,0,13,155,203,0,13,155,203
1500000US130771702002,130771702002,"Block Group 2, Census Tract 1702, Coweta County, Georgia",1389,580,1028,551,361,292,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130771702003,130771702003,"Block Group 3, Census Tract 1702, Coweta County, Georgia",685,217,519,161,45,40,18,26,0,13,0,13,0,13,103,149,0,13,103,149
1500000US130771702004,130771702004,"Block Group 4, Census Tract 1702, Coweta County, Georgia",1483,452,1181,409,220,163,0,13,82,135,0,13,0,13,0,13,0,13,0,13
1500000US130771703031,130771703031,"Block Group 1, Census Tract 1703.03, Coweta County, Georgia",5214,322,4555,326,416,134,53,80,77,81,0,18,21,36,92,109,0,18,92,109
1500000US130771703041,130771703041,"Block Group 1, Census Tract 1703.04, Coweta County, Georgia",1248,401,694,243,554,352,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130771703042,130771703042,"Block Group 2, Census Tract 1703.04, Coweta County, Georgia",3378,525,2278,549,1059,644,0,13,21,32,0,13,20,33,0,13,0,13,0,13
1500000US130771703043,130771703043,"Block Group 3, Census Tract 1703.04, Coweta County, Georgia",2118,481,1606,350,428,383,0,13,71,103,0,13,13,20,0,13,0,13,0,13
1500000US130771703051,130771703051,"Block Group 1, Census Tract 1703.05, Coweta County, Georgia",2920,807,1877,689,761,456,0,13,140,161,0,13,142,140,0,13,0,13,0,13
